loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
28000,28000, 60 months,18.99,726.19,D,D3,1
35000,35000, 60 months,13.99,814.21,C,C3,1
12000,12000, 36 months,7.89,375.43,A,A5,1
35000,35000, 36 months,10.16,1131.99,B,B1,1
15000,15000, 36 months,9.99,483.94,B,B3,1
9650,9650, 36 months,17.86,348.2,D,D5,1
18000,18000, 36 months,11.99,597.78,C,C1,1
3500,3500, 36 months,9.99,112.92,B,B3,1
16000,16000, 60 months,11.49,351.81,B,B4,1
2325,2325, 36 months,10.99,76.11,B,B4,1
22250,22250, 60 months,16.78,550.35,C,C5,1
2000,2000, 36 months,6.89,61.66,A,A3,1
11200,11200, 60 months,14.46,263.29,C,C4,1
10000,10000, 36 months,10.42,324.65,B,B3,1
15000,15000, 36 months,8.94,476.58,A,A5,1
35000,35000, 36 months,16.99,1247.68,D,D1,1
24000,24000, 60 months,12.99,545.96,B,B5,1
27650,27650, 36 months,9.67,887.91,B,B1,1
20000,20000, 36 months,12.29,667.06,C,C1,1
5000,5000, 36 months,6.49,153.23,A,A2,1
8500,8500, 36 months,6.03,258.71,A,A1,1
10000,10000, 36 months,10.75,326.21,B,B4,1
8000,8000, 36 months,7.97,250.59,A,A5,1
15475,15475, 36 months,14.99,536.38,C,C5,1
20000,20000, 36 months,6.49,612.89,A,A2,1
18000,18000, 60 months,12.69,406.71,C,C2,1
35000,35000, 36 months,13.59,1189.26,C,C2,1
18000,18000, 60 months,10.74,389.04,B,B2,1
24000,24000, 60 months,10.59,516.93,B,B2,1
6500,6500, 36 months,11.53,214.44,B,B5,1
10000,10000, 36 months,9.49,320.29,B,B2,1
16000,16000, 60 months,16.4,392.5,E,E1,1
25000,25000, 36 months,9.49,800.71,B,B2,1
11500,11500, 36 months,13.99,392.99,C,C4,1
25000,25000, 36 months,15.61,874.12,C,C5,1
30000,30000, 60 months,15.61,723.34,D,D1,1
21000,21000, 36 months,8.19,659.91,A,A5,1
26500,26500, 60 months,24.08,763.59,F,F2,1
8400,8400, 36 months,7.26,260.37,A,A4,1
4000,4000, 36 months,14.65,137.98,C,C5,1
28500,28500, 60 months,7.91,576.66,A,A5,1
24000,24000, 36 months,6.24,732.74,A,A2,1
10000,10000, 36 months,20.49,374.14,E,E1,1
5050,5050, 36 months,10.99,165.31,B,B3,1
14325,14325, 60 months,19.22,373.34,D,D4,1
4500,4500, 36 months,10.99,147.31,B,B2,1
17000,17000, 36 months,6.92,524.29,A,A4,1
10000,10000, 36 months,12.13,332.77,B,B5,1
5500,5500, 36 months,15.99,193.34,C,C5,1
4800,4800, 36 months,14.65,165.58,C,C3,1
12600,12600, 60 months,9.75,266.17,B,B3,1
11000,11000, 60 months,19.03,285.53,D,D3,1
6000,6000, 36 months,9.16,191.25,B,B2,1
16650,16650, 36 months,24.49,657.52,E,E3,1
14500,14500, 60 months,22.74,406.6,E,E1,1
20000,20000, 36 months,8.39,630.34,B,B1,1
13000,13000, 36 months,12.49,434.84,B,B4,1
9100,9100, 36 months,14.31,312.39,C,C4,1
4750,4750, 36 months,11.99,157.75,B,B5,1
12000,12000, 36 months,6.89,369.93,A,A3,1
14000,14000, 36 months,12.99,471.65,C,C2,1
11000,11000, 36 months,16.59,389.94,D,D1,1
4475,4475, 36 months,14.49,154.02,C,C4,1
16000,16000, 60 months,21.98,441.73,E,E4,1
6000,6000, 36 months,11.53,197.95,B,B5,1
6500,6500, 36 months,14.49,223.71,C,C4,1
18000,18000, 36 months,11.14,590.5,B,B2,1
10000,10000, 36 months,6.71,307.45,A,A3,1
6725,6725, 36 months,10.99,220.14,B,B4,1
5500,5500, 36 months,8.19,172.84,A,A5,1
25000,25000, 36 months,14.49,860.41,C,C4,1
19000,19000, 36 months,9.49,608.54,B,B2,1
30000,30000, 60 months,14.49,705.7,C,C4,1
4800,4800, 36 months,8.19,150.84,A,A5,1
20000,20000, 36 months,9.17,637.58,B,B2,1
15000,15000, 60 months,17.97,380.66,D,D1,1
15000,15000, 36 months,7.89,469.29,A,A5,1
15000,15000, 36 months,9.49,480.43,B,B2,1
35000,35000, 36 months,17.57,1257.8,D,D4,1
12950,12950, 60 months,14.99,308.02,C,C4,1
35000,35000, 36 months,15.8,1227.05,C,C3,1
13000,13000, 36 months,6.62,399.15,A,A2,1
10000,10000, 36 months,12.99,336.9,C,C2,1
25000,25000, 60 months,11.99,555.99,B,B5,1
13000,13000, 36 months,7.89,406.72,A,A5,1
28000,28000, 60 months,12.69,632.66,C,C2,1
9500,9500, 36 months,6.62,291.69,A,A2,1
24000,24000, 60 months,16.99,596.34,D,D3,1
14000,14000, 60 months,13.99,325.69,C,C3,1
14400,14400, 36 months,11.99,478.22,B,B3,1
5000,5000, 36 months,9.58,160.36,B,B1,1
15000,15000, 36 months,13.11,506.21,B,B4,1
6000,6000, 36 months,10.91,196.18,B,B4,1
9000,9000, 36 months,9.17,286.92,B,B1,1
5500,5500, 36 months,10.75,179.42,B,B4,1
16000,16000, 36 months,6.11,487.55,A,A1,1
2150,2150, 36 months,21.45,81.5,D,D5,1
4500,4500, 36 months,12.49,150.52,B,B5,1
8000,8000, 36 months,18.49,291.19,D,D2,1
8300,8300, 36 months,5.32,249.96,A,A1,1
5000,5000, 36 months,12.99,168.45,C,C2,1
18000,18000, 36 months,10.99,589.22,B,B4,1
12000,12000, 60 months,18.99,311.23,D,D3,1
12000,12000, 36 months,7.89,375.43,A,A5,1
5750,5750, 36 months,6.62,176.55,A,A2,1
12000,12000, 36 months,5.32,361.38,A,A1,1
12000,12000, 36 months,6.03,365.23,A,A1,1
20000,13950, 60 months,16.82,345.35,E,E2,1
2000,2000, 36 months,16.02,70.34,C,C5,1
14000,14000, 36 months,7.26,433.95,A,A4,1
23850,23850, 60 months,23.1,673.72,E,E4,1
13000,13000, 36 months,7.89,406.72,A,A5,1
5000,5000, 36 months,5.32,150.58,A,A1,1
15000,15000, 36 months,5.32,451.73,A,A1,1
16000,16000, 36 months,10.42,519.44,B,B3,1
7350,7350, 36 months,12.39,245.5,C,C1,1
23100,23100, 60 months,18.55,593.53,E,E2,1
5175,5175, 36 months,18.49,188.37,D,D2,1
13600,13600, 36 months,8.24,427.69,B,B1,1
23000,23000, 60 months,15.61,554.57,D,D1,1
5600,5600, 36 months,14.46,192.65,C,C4,1
33825,33825, 60 months,24.74,987.66,E,E3,1
20000,20000, 36 months,6.03,608.72,A,A1,1
6500,6500, 36 months,11.83,215.38,B,B3,1
5500,5500, 36 months,7.89,172.08,A,A5,1
5800,5800, 36 months,8.49,183.07,B,B1,1
7275,7275, 36 months,9.17,231.92,B,B2,1
11625,11625, 36 months,16.49,411.52,D,D3,1
6000,6000, 36 months,15.61,209.79,C,C4,1
6500,6500, 36 months,23.87,254.58,E,E2,1
13600,13600, 60 months,13.99,316.38,C,C4,1
17000,17000, 60 months,19.99,450.31,E,E1,1
7200,7200, 36 months,6.03,219.14,A,A1,1
16000,16000, 60 months,13.98,372.13,C,C3,1
3000,3000, 36 months,11.99,99.63,C,C1,1
14000,14000, 36 months,12.85,470.71,B,B4,1
15000,15000, 36 months,12.79,503.9,C,C1,1
6000,6000, 36 months,9.17,191.28,B,B2,1
24100,24100, 36 months,6.72,741.06,A,A3,1
10000,10000, 36 months,13.35,338.63,C,C2,1
8125,8125, 36 months,13.98,277.62,C,C3,1
10000,10000, 36 months,7.99,313.32,A,A5,1
9600,9600, 36 months,13.99,328.06,C,C3,1
20000,20000, 60 months,14.31,468.59,C,C4,1
25500,25500, 60 months,19.47,668.1,D,D5,1
13650,13650, 36 months,19.24,502.02,E,E2,1
7500,7500, 36 months,10.99,245.51,B,B2,1
28000,28000, 36 months,9.99,903.35,B,B3,1
9600,9600, 36 months,9.16,306,B,B2,1
12350,12350, 60 months,25.29,364.6,E,E5,1
24000,24000, 60 months,15.05,571.59,C,C4,1
18000,18000, 36 months,11.99,597.78,B,B5,1
23000,23000, 60 months,17.97,583.68,D,D1,1
20000,20000, 36 months,7.9,625.81,A,A4,1
15000,15000, 36 months,10.15,485.07,B,B2,1
25000,25000, 60 months,20.31,666.67,D,D5,1
12000,12000, 36 months,14.08,410.6,C,C3,1
5000,5000, 36 months,7.89,156.43,A,A5,1
11500,11500, 60 months,16.55,283.03,D,D2,1
16050,16050, 60 months,11.99,356.95,C,C1,1
30000,30000, 60 months,15.99,729.39,C,C5,1
14800,14800, 36 months,10.99,484.47,B,B2,1
15000,15000, 60 months,19.03,389.36,D,D3,1
7000,7000, 36 months,13.67,238.13,B,B5,1
25000,25000, 60 months,17.86,632.94,D,D5,1
35000,35000, 60 months,21.0,946.87,E,E1,1
16800,16800, 36 months,6.89,517.9,A,A3,1
20000,20000, 36 months,7.21,619.47,A,A3,1
6000,6000, 36 months,8.24,188.69,B,B1,1
15000,15000, 36 months,5.32,451.73,A,A1,1
3500,3500, 36 months,13.44,118.68,C,C3,1
20000,20000, 60 months,13.33,458.45,C,C3,1
21000,21000, 60 months,17.57,528.37,D,D2,1
17625,17625, 36 months,17.14,629.61,D,D4,1
15000,15000, 36 months,6.24,457.97,A,A2,1
20000,20000, 60 months,15.61,482.23,D,D1,1
25000,25000, 36 months,8.08,784.34,A,A5,1
35000,35000, 36 months,16.59,1240.72,D,D2,1
12000,12000, 36 months,13.11,404.97,B,B4,1
17000,17000, 60 months,13.98,395.39,C,C3,1
35000,35000, 36 months,18.25,1269.73,D,D3,1
8400,8400, 36 months,7.89,262.8,A,A5,1
25000,25000, 36 months,15.05,867.25,C,C4,1
14000,14000, 36 months,9.17,446.31,B,B1,1
12000,12000, 36 months,13.33,406.24,C,C3,1
10000,10000, 36 months,22.35,383.72,D,D5,1
1800,1800, 36 months,13.48,61.07,C,C3,1
12000,12000, 36 months,9.67,385.35,B,B1,1
9600,9600, 36 months,8.38,302.52,B,B1,1
15000,15000, 36 months,13.67,510.27,B,B5,1
9950,9950, 36 months,15.1,345.41,C,C2,1
16000,16000, 60 months,11.44,351.4,B,B4,1
35000,35000, 36 months,11.99,1162.34,B,B5,1
10000,10000, 36 months,12.39,334.01,C,C1,1
24000,24000, 36 months,6.49,735.47,A,A2,1
8875,8875, 36 months,12.12,295.29,B,B3,1
12050,12050, 36 months,15.31,419.55,C,C4,1
19200,19200, 60 months,13.35,440.31,C,C2,1
20000,20000, 36 months,18.25,725.56,D,D3,1
28000,28000, 36 months,6.03,852.2,A,A1,1
10400,10400, 36 months,15.31,362.11,C,C2,1
16000,16000, 36 months,12.29,533.65,C,C1,1
24000,24000, 60 months,17.86,607.62,D,D5,1
15000,15000, 36 months,11.49,494.57,B,B5,1
3000,3000, 36 months,20.49,112.25,E,E1,1
35000,35000, 36 months,8.59,1106.33,A,A5,1
6000,6000, 36 months,7.26,185.98,A,A4,1
12500,12500, 36 months,14.31,429.11,C,C4,1
10000,10000, 36 months,7.89,312.86,A,A5,1
20000,20000, 36 months,13.56,679.29,C,C1,1
16000,16000, 60 months,17.57,402.57,D,D4,1
8325,8325, 36 months,14.33,285.87,C,C1,1
34775,34775, 36 months,19.99,1292.19,D,D4,1
3825,3825, 36 months,17.57,137.46,D,D2,1
3375,3375, 36 months,19.99,125.41,E,E1,1
15000,15000, 36 months,14.09,513.33,B,B5,1
8400,8400, 36 months,16.99,299.45,D,D1,1
11000,11000, 60 months,15.61,265.23,C,C3,1
15000,15000, 36 months,9.99,483.94,B,B1,1
3025,3025, 36 months,14.08,103.51,C,C3,1
15875,15875, 36 months,19.72,587.71,D,D5,1
8000,8000, 36 months,12.99,269.52,C,C2,1
8000,8000, 36 months,11.67,264.46,B,B4,1
15800,15800, 60 months,17.76,399.16,D,D1,1
6000,6000, 36 months,16.29,211.81,D,D1,1
6000,6000, 36 months,18.99,219.91,D,D3,1
12000,12000, 36 months,8.99,381.55,B,B1,1
20000,20000, 36 months,8.38,630.24,B,B1,1
7000,7000, 36 months,6.72,215.25,A,A3,1
18000,18000, 60 months,18.99,466.84,D,D3,1
2000,2000, 36 months,11.39,65.85,B,B3,1
15000,15000, 36 months,9.99,483.94,B,B3,1
30125,30125, 36 months,19.99,1119.4,D,D4,1
7125,7125, 36 months,15.1,247.34,C,C2,1
6000,6000, 36 months,7.89,187.72,A,A5,1
10000,10000, 36 months,13.05,337.19,B,B5,1
10000,10000, 36 months,10.99,327.34,B,B4,1
10000,10000, 36 months,11.14,328.06,B,B2,1
5800,5800, 36 months,12.99,195.4,B,B4,1
12000,12000, 36 months,6.71,368.94,A,A3,1
18000,18000, 36 months,13.99,615.11,C,C4,1
10000,10000, 36 months,16.29,353.01,D,D1,1
6000,6000, 36 months,12.49,200.7,B,B5,1
5000,5000, 36 months,7.39,155.28,A,A4,1
2275,2275, 36 months,17.57,81.76,D,D4,1
17000,17000, 60 months,7.39,339.76,A,A4,1
1000,1000, 36 months,11.99,33.21,C,C1,1
2000,2000, 36 months,6.49,61.29,A,A2,1
10800,10800, 36 months,7.26,334.76,A,A4,1
27200,27200, 60 months,12.69,614.58,C,C2,1
11500,11500, 36 months,14.09,393.55,B,B5,1
5000,5000, 36 months,13.67,170.09,C,C4,1
9600,9600, 36 months,6.24,293.1,A,A2,1
15000,15000, 36 months,9.71,481.97,B,B1,1
24000,24000, 60 months,13.99,558.32,C,C4,1
16950,16950, 60 months,22.4,472.01,E,E3,1
4000,4000, 36 months,9.67,128.45,B,B1,1
10000,10000, 36 months,13.99,341.73,C,C3,1
9000,9000, 36 months,6.49,275.81,A,A2,1
5950,5950, 36 months,6.03,181.1,A,A1,1
3025,3025, 36 months,13.67,102.91,C,C3,1
7500,7500, 36 months,6.49,229.84,A,A2,1
16000,16000, 36 months,9.67,513.8,B,B1,1
10500,10500, 36 months,9.17,334.73,B,B1,1
15000,15000, 36 months,10.99,491.01,B,B3,1
1000,1000, 36 months,14.99,34.67,C,C5,1
7325,7325, 36 months,22.15,280.32,E,E5,1
3500,3500, 36 months,6.99,108.06,A,A3,1
13200,13200, 36 months,13.66,448.97,C,C3,1
9600,9600, 36 months,16.29,338.89,C,C5,1
15000,15000, 36 months,12.99,505.34,C,C2,1
18000,18000, 36 months,10.99,589.22,B,B4,1
35000,35000, 36 months,7.89,1095,A,A5,1
11000,11000, 60 months,13.99,255.9,C,C3,1
15000,15000, 60 months,13.35,343.99,C,C2,1
24000,24000, 36 months,6.49,735.47,A,A2,1
4500,4500, 36 months,15.99,158.19,D,D2,1
15000,15000, 60 months,10.36,321.37,B,B5,1
26500,26500, 36 months,7.97,830.05,A,A5,1
6400,6400, 36 months,12.99,215.62,C,C1,1
18400,18400, 36 months,12.99,619.89,C,C1,1
10225,10225, 60 months,16.49,251.33,D,D3,1
15975,15975, 60 months,23.99,459.48,F,F2,1
9650,9650, 36 months,8.99,306.83,B,B1,1
8125,8125, 36 months,10.64,264.62,B,B2,1
35000,35000, 60 months,12.29,783.7,C,C1,1
6200,6200, 36 months,15.99,217.95,D,D2,1
15000,15000, 36 months,7.97,469.84,A,A5,1
16000,16000, 60 months,19.24,417.17,E,E2,1
20000,20000, 36 months,5.32,602.3,A,A1,1
40000,40000, 36 months,7.96,1252.72,A,A5,1
16000,16000, 36 months,15.61,559.44,D,D1,1
3500,3500, 36 months,12.05,116.34,C,C1,1
28000,28000, 36 months,5.32,843.22,A,A1,1
9500,9500, 36 months,5.32,286.1,A,A1,1
4000,4000, 36 months,15.31,139.27,C,C2,1
21600,21600, 36 months,13.33,731.23,C,C3,1
12000,12000, 60 months,29.69,385.96,F,F2,1
8325,8325, 36 months,12.99,280.47,C,C2,1
28000,28000, 36 months,14.3,961.06,C,C1,1
35000,35000, 60 months,9.75,739.35,B,B3,1
34500,34500, 36 months,8.49,1088.93,B,B1,1
7200,7200, 36 months,6.62,221.07,A,A2,1
6000,6000, 36 months,6.39,183.6,A,A2,1
12000,12000, 36 months,10.99,392.81,B,B4,1
15000,15000, 36 months,11.44,494.22,B,B4,1
6550,6550, 36 months,16.99,233.5,D,D3,1
11350,11350, 36 months,11.47,374.12,B,B5,1
12600,12600, 60 months,16.59,310.38,D,D1,1
6000,6000, 36 months,9.17,191.28,B,B2,1
17250,17250, 36 months,19.99,640.99,D,D4,1
15000,15000, 36 months,10.49,487.47,B,B3,1
10000,10000, 36 months,6.92,308.41,A,A4,1
14000,14000, 60 months,22.45,390.26,F,F1,1
7500,7500, 36 months,12.29,250.15,C,C1,1
15000,15000, 36 months,11.99,498.15,C,C1,1
10200,10200, 36 months,13.35,345.41,C,C2,1
10000,10000, 36 months,11.99,332.1,B,B5,1
13000,13000, 36 months,23.99,509.96,E,E4,1
2400,2400, 36 months,23.7,93.79,F,F1,1
30000,30000, 36 months,12.69,1006.35,C,C2,1
24000,24000, 60 months,7.39,479.66,A,A4,1
5000,5000, 36 months,8.39,157.59,B,B1,1
13500,13500, 36 months,13.99,461.34,C,C3,1
1400,1400, 36 months,6.99,43.23,A,A2,1
20000,20000, 36 months,9.16,637.49,B,B2,1
8500,8500, 36 months,13.65,289.07,C,C1,1
14000,14000, 60 months,13.18,319.84,C,C3,1
20000,20000, 60 months,21.49,546.6,D,D5,1
14000,14000, 60 months,13.18,319.84,C,C3,1
2000,2000, 36 months,11.49,65.95,B,B5,1
5000,5000, 36 months,8.59,158.05,A,A5,1
33000,33000, 60 months,13.33,756.44,C,C3,1
8500,8500, 36 months,9.99,274.24,B,B3,1
16000,16000, 36 months,9.67,513.8,B,B1,1
25000,25000, 36 months,7.89,782.15,A,A5,1
35000,35000, 60 months,17.57,880.61,D,D4,1
16000,16000, 36 months,14.09,547.55,B,B5,1
7000,7000, 36 months,15.99,246.07,C,C5,1
10000,10000, 36 months,17.27,357.88,C,C5,1
14700,14700, 36 months,8.9,466.78,A,A5,1
8400,8400, 36 months,7.89,262.8,A,A5,1
10000,10000, 36 months,7.89,312.86,A,A5,1
12000,12000, 36 months,9.17,382.55,B,B2,1
16000,16000, 60 months,18.99,414.97,D,D3,1
5000,5000, 36 months,10.99,163.67,B,B4,1
7000,7000, 36 months,12.69,234.82,C,C2,1
12000,12000, 36 months,6.49,367.74,A,A2,1
2400,2400, 36 months,10.49,78,B,B2,1
10000,10000, 36 months,10.49,324.98,B,B2,1
10000,10000, 60 months,13.49,230.05,C,C2,1
11000,11000, 36 months,12.74,369.26,C,C1,1
30000,30000, 36 months,11.99,996.29,C,C1,1
2000,2000, 36 months,11.49,65.95,B,B5,1
3500,3500, 36 months,17.57,125.78,D,D4,1
9600,9600, 36 months,13.98,328.02,C,C3,1
28000,28000, 36 months,7.89,876,A,A5,1
25000,25000, 36 months,7.62,779.04,A,A3,1
13300,13300, 36 months,7.66,414.7,A,A5,1
19200,19200, 60 months,9.17,400.15,B,B2,1
5000,5000, 36 months,15.61,174.83,D,D1,1
3500,3500, 36 months,12.74,117.5,C,C1,1
17000,17000, 60 months,13.67,392.66,B,B5,1
5200,5200, 60 months,17.99,132.02,E,E1,1
11200,11200, 60 months,14.65,264.4,C,C5,1
28500,28500, 60 months,20.49,762.87,E,E1,1
35000,35000, 60 months,25.49,1037.38,E,E4,1
6650,6650, 36 months,29.49,280.45,F,F2,1
14400,14400, 36 months,13.49,488.6,C,C2,1
12000,12000, 36 months,7.89,375.43,A,A5,1
12000,12000, 36 months,7.89,375.43,A,A5,1
8400,8400, 36 months,16.99,299.45,D,D1,1
6000,6000, 36 months,7.96,187.91,A,A5,1
8000,8000, 36 months,15.88,280.79,C,C4,1
5600,5600, 36 months,12.69,187.86,C,C2,1
6000,6000, 36 months,13.99,205.04,C,C3,1
5400,5400, 36 months,12.61,180.94,C,C1,1
6000,6000, 36 months,9.99,193.58,B,B3,1
10000,10000, 36 months,22.99,387.05,F,F2,1
9500,9500, 36 months,17.77,342.36,D,D1,1
18000,18000, 60 months,8.99,373.57,B,B1,1
8000,8000, 36 months,19.52,295.36,E,E2,1
3200,3200, 36 months,6.03,97.4,A,A1,1
24000,24000, 60 months,11.14,523.5,B,B2,1
30750,30750, 60 months,26.06,921.77,G,G5,1
5000,5000, 36 months,11.44,164.74,B,B4,1
10000,10000, 36 months,11.71,330.76,B,B3,1
17200,17200, 36 months,11.47,566.95,B,B5,1
6000,6000, 36 months,13.33,203.12,C,C3,1
18000,18000, 36 months,15.61,629.37,C,C5,1
28000,28000, 36 months,6.49,858.05,A,A2,1
5600,5600, 36 months,7.26,173.58,A,A4,1
1000,1000, 36 months,23.99,39.23,F,F3,1
28000,28000, 60 months,12.74,633.37,C,C1,1
27825,27825, 60 months,21.45,759.83,D,D5,1
26375,26375, 60 months,24.08,759.99,F,F2,1
5100,5100, 36 months,13.65,173.45,C,C1,1
2000,2000, 60 months,15.81,48.44,C,C4,1
8000,8000, 36 months,11.58,264.11,B,B3,1
10000,10000, 36 months,5.32,301.15,A,A1,1
10000,10000, 36 months,8.18,314.2,B,B1,1
9600,9600, 36 months,7.9,300.39,A,A4,1
15000,15000, 36 months,8.38,472.68,B,B1,1
20000,20000, 60 months,13.99,465.27,C,C3,1
28000,28000, 60 months,17.1,697.38,C,C5,1
4000,4000, 36 months,10.99,130.94,B,B3,1
18000,18000, 60 months,18.25,459.54,E,E1,1
11000,11000, 36 months,9.71,353.45,B,B1,1
20000,20000, 36 months,7.24,619.74,A,A3,1
23875,23875, 60 months,12.29,534.6,C,C1,1
15875,15875, 36 months,14.09,543.27,B,B5,1
23000,23000, 60 months,11.49,505.72,B,B5,1
9400,9400, 36 months,16.49,332.76,D,D3,1
6000,6000, 36 months,13.33,203.12,C,C3,1
24000,24000, 60 months,13.33,550.14,C,C3,1
16000,16000, 36 months,13.11,539.96,B,B4,1
10000,10000, 60 months,14.65,236.07,C,C5,1
30000,30000, 60 months,27.79,930.28,F,F5,1
10000,10000, 36 months,6.07,304.54,A,A2,1
6000,6000, 36 months,10.91,196.18,B,B4,1
26500,26500, 60 months,12.39,594.72,C,C1,1
10000,10000, 36 months,7.89,312.86,A,A5,1
25500,25500, 36 months,15.31,887.85,C,C5,1
35000,35000, 36 months,16.29,1235.52,C,C4,1
10000,10000, 60 months,17.09,249.01,D,D1,1
20000,20000, 36 months,7.39,621.12,A,A4,1
5000,5000, 36 months,11.39,164.62,B,B3,1
4000,4000, 36 months,12.12,133.09,B,B3,1
24000,24000, 36 months,6.03,730.46,A,A1,1
8400,8400, 36 months,11.99,278.97,B,B5,1
10000,10000, 36 months,12.99,336.9,C,C2,1
12000,12000, 36 months,11.99,398.52,B,B3,1
7750,7750, 36 months,11.14,254.24,B,B2,1
25000,25000, 60 months,20.39,667.79,D,D4,1
7000,7000, 36 months,13.67,238.13,B,B5,1
3000,3000, 36 months,8.0,94.01,A,A3,1
9600,9600, 36 months,9.93,309.45,B,B2,1
18000,18000, 36 months,6.03,547.84,A,A1,1
5600,5600, 36 months,17.77,201.81,D,D1,1
21000,21000, 36 months,11.22,689.71,B,B5,1
3000,3000, 36 months,7.99,94,A,A4,1
20000,20000, 36 months,13.67,680.36,C,C3,1
6000,6000, 36 months,23.99,235.37,E,E2,1
15300,15300, 60 months,21.99,422.49,F,F1,1
20000,20000, 36 months,16.99,712.96,D,D1,1
4000,4000, 36 months,15.8,140.24,C,C3,1
35000,35000, 36 months,12.69,1174.07,C,C2,1
5000,5000, 36 months,12.49,167.25,B,B4,1
8000,8000, 36 months,11.67,264.46,B,B4,1
17225,17225, 60 months,15.99,418.79,C,C5,1
15000,15000, 36 months,6.03,456.54,A,A1,1
12000,12000, 60 months,14.85,284.54,C,C5,1
9600,9600, 36 months,11.44,316.3,B,B4,1
20000,20000, 36 months,18.75,730.6,D,D3,1
3800,3800, 36 months,10.42,123.37,B,B3,1
15000,15000, 36 months,13.99,512.6,C,C4,1
16475,16475, 36 months,14.49,567.01,C,C4,1
7500,7500, 36 months,20.39,280.22,D,D4,1
3000,3000, 36 months,16.99,106.95,D,D3,1
30000,30000, 60 months,18.99,778.06,D,D3,1
24000,24000, 36 months,10.99,785.62,B,B4,1
28500,28500, 60 months,24.5,828.18,F,F3,1
10000,10000, 36 months,10.99,327.34,B,B4,1
12000,12000, 36 months,6.89,369.93,A,A3,1
16000,16000, 36 months,8.9,508.06,A,A5,1
10000,10000, 36 months,15.61,349.65,C,C5,1
20000,20000, 36 months,7.89,625.72,A,A5,1
25000,25000, 36 months,7.89,782.15,A,A5,1
10000,10000, 36 months,9.58,320.71,B,B1,1
4000,4000, 36 months,18.24,145.1,D,D5,1
14400,14400, 60 months,13.67,332.61,C,C3,1
4000,4000, 60 months,19.22,104.25,D,D5,1
28000,28000, 60 months,10.42,600.73,B,B3,1
35000,35000, 60 months,18.06,889.92,D,D2,1
20000,20000, 36 months,7.62,623.23,A,A3,1
15000,15000, 36 months,17.57,539.06,D,D4,1
14000,14000, 36 months,6.89,431.58,A,A3,1
35000,35000, 36 months,8.19,1099.85,A,A5,1
21000,21000, 36 months,9.49,672.6,B,B2,1
12300,12300, 60 months,25.78,366.67,F,F5,1
22000,22000, 60 months,14.3,515.33,C,C1,1
8400,8400, 36 months,9.49,269.04,B,B2,1
17600,17600, 60 months,12.12,392.58,B,B3,1
10000,10000, 36 months,6.03,304.36,A,A1,1
12000,12000, 36 months,6.92,370.09,A,A4,1
7000,7000, 36 months,12.99,235.83,C,C1,1
1450,1450, 36 months,19.99,53.88,D,D4,1
10000,10000, 36 months,11.99,332.1,B,B5,1
16000,16000, 60 months,15.59,385.62,C,C5,1
4000,4000, 36 months,14.49,137.67,C,C4,1
18000,18000, 36 months,10.42,584.37,B,B3,1
3000,3000, 36 months,22.35,115.12,D,D5,1
12000,12000, 36 months,9.16,382.5,B,B2,1
5000,5000, 36 months,8.39,157.59,B,B1,1
20000,20000, 36 months,9.99,645.25,B,B3,1
10000,10000, 36 months,6.49,306.45,A,A2,1
5000,5000, 36 months,11.53,164.96,B,B5,1
10000,10000, 36 months,9.99,322.63,B,B3,1
6800,6800, 36 months,14.65,234.57,C,C5,1
25000,25000, 36 months,12.99,842.23,C,C2,1
10000,10000, 60 months,14.47,235.13,C,C2,1
21000,21000, 60 months,19.99,556.26,E,E1,1
9000,9000, 36 months,11.12,295.17,B,B3,1
10000,10000, 36 months,17.77,360.38,D,D1,1
1500,1500, 36 months,13.99,51.26,C,C1,1
15000,15000, 36 months,7.89,469.29,A,A5,1
30000,30000, 36 months,17.27,1073.62,D,D2,1
8000,8000, 36 months,12.99,269.52,C,C1,1
8000,8000, 36 months,12.49,267.6,B,B4,1
15000,15000, 36 months,11.67,495.86,B,B4,1
35000,35000, 36 months,11.99,1162.34,B,B5,1
12500,12500, 36 months,12.69,419.32,C,C2,1
8000,8000, 36 months,12.12,266.18,B,B3,1
14900,14900, 60 months,12.69,336.67,C,C2,1
27000,27000, 60 months,20.2,718.35,D,D5,1
9000,9000, 36 months,11.49,296.75,B,B5,1
12500,12500, 36 months,11.44,411.85,B,B4,1
8000,8000, 36 months,14.33,274.71,C,C1,1
5500,5500, 36 months,12.39,183.71,C,C1,1
12000,12000, 36 months,13.59,407.75,C,C2,1
5000,5000, 36 months,14.85,172.96,C,C5,1
5500,5500, 36 months,15.31,191.5,C,C5,1
28000,28000, 60 months,17.27,699.95,C,C5,1
23500,23500, 60 months,13.33,538.68,C,C3,1
20000,20000, 36 months,5.32,602.3,A,A1,1
6000,6000, 36 months,14.08,205.3,C,C3,1
10000,10000, 36 months,11.39,329.24,B,B3,1
8000,8000, 36 months,15.59,279.64,C,C5,1
13000,13000, 36 months,8.67,411.41,B,B1,1
24000,24000, 60 months,12.99,545.96,C,C2,1
3025,3025, 36 months,11.44,99.67,B,B4,1
5000,5000, 36 months,7.26,154.99,A,A4,1
10000,10000, 36 months,12.59,334.97,C,C2,1
6625,6625, 36 months,8.9,210.37,A,A5,1
9800,9800, 36 months,12.74,328.98,C,C1,1
10000,10000, 36 months,13.99,341.73,C,C3,1
